label,texto
VERDADEIRO,Mas o déficit de vagas cresceu 269% Hoje esse déficit já se encaminha para alguma coisa próxima algo como 400 mil vagas
FALSO,Quatro entre cada um dos apenados hoje no sistema carcerário brasileiro estão na condição prisão preventiva ou temporária
VERDADEIRO,Aproximadamente 27% a 30% dos que se encontram entre as grades hoje estão lá por drogas
IMPRECISO,Segundo dados do Gaeco no ano de 2016 tínhamos 97 membros do famigerado PCC presos no Paraguai
EXAGERADO,O senhor Temer que destinou mais de R$ 2 bilhões para o sistema carcerário
VERDADEIRO,Temos hoje segundo os dados do Anuário Estatístico da Segurança no ano de 2016 61 mil mortes
IMPRECISO,Dos R$ 81 bilhões gastos com segurança pública em 2016 o esforço maior ficou com os estados R$ 78 bilhões a União com R$ 9 bilhões e os municípios com R$ 5 bilhões
FALSO,Um dos estados que tivemos GLO Garantia da Lei e da Ordem há 12 anos não realizava concursos para as suas polícias
VERDADEIRO,A Constituinte de 1988 fez a separação anterior que existia entre segurança nacional e segurança pública e alocou nos estados praticamente 80% 90% da responsabilidade com segurança pública A União ficou com a parte residual e não colocou dentro do sistema de segurança uma grande e grave falha as nossas cidades nossas capitais a região metropolitana que é fundamental e não tem nenhuma atribuição constitucional
INSUSTENTÁVEL,Um preso no Brasil custa R$ 24 mil por mês e um estudante do ensino médio custa R$ 22 mil por ano
EXAGERADO,Poucos países do mundo ainda mantêm o foro privilegiado
FALSO,O primeiro partido a fazer uma nota contra a suspensão do mandato do Aécio foi o PT
EXAGERADO,PT PMDB PSDB e DEM fizeram acordos entre eles para evitar que a sociedade faça qualquer tipo de mudança que não esteja por dentro de seus leitos O tempo de televisão maior é pra eles recurso eleitoral é maior pra eles Para bloquear qualquer possibilidade de que a sociedade possa fazer a mudança
CONTRADITÓRIO,Tomo essa medida extrema porque as circunstâncias assim exigem — presidente Michel Temer
CONTRADITÓRIO,A intervenção  mostra o compromisso em resolver os problemas do Rio — ministro da Fazenda Henrique Meirelles
CONTRADITÓRIO,Eu sempre apoiei a intervenção federal no Rio O governador admite que este é o único caminho para se estabelecer a ordem — presidente da Câmara Rodrigo Maia
CONTRADITÓRIO,Eu sempre apoiei a intervenção federal no Rio O governador admite que este é o único caminho para se estabelecer a ordem Tenho certeza que a medida conta com o apoio da população carioca e fluminense
CONTRADITÓRIO,É imperioso transformar o ano de 2018 no marco zero da criação de um sistema federal unificado de segurança pública  Já temos um exemplo o sistema nacional da saúde por meio do SUS temos um sistema nacional de educação mas nenhum sistema efetivo e unificado na área de segurança pública
EXAGERADO,Uma taxa de desemprego que no meio do ano de 2016 chegou a um patamar de 14% de brasileiros desempregados
FALSO,uma taxa de desemprego que certamente com esforço do governo e também com o esforço desse Congresso vem caindo ano a ano
FALSO,Essa reforma da Previdência ela vem para garantir igualdade Igualdade de condições  Será que na reforma da Previdência nós estamos tratando do trabalhador que recebe um salário mínimo que representa 70% da aposentadoria brasileira? Não Nós estamos falando daqueles que ganham mais no Poder Executivo no Poder Legislativo no Poder Judiciário mas sem tirar um real do salário de ninguém
IMPRECISO,Superamos a crise
VERDADEIRO,A inflação que chegara à casa de 10% caiu para menos de 3%
IMPRECISO,O desemprego que atingiu níveis alarmantes começou a ceder
IMPRECISO,A indústria voltou a crescer
IMPRECISO,Em 2017 zeramos pela primeira vez a fila do Bolsa Família
FALSO,Antes já aumentáramos o valor do benefício depois de dois anos sem qualquer reajuste
EXAGERADO,O desmatamento na Amazônia que vinha crescendo desde 2012 voltou a cair
VERDADEIRO,Nas Nações Unidas tive a honra de ser o primeiro signatário de tratado global que proíbe o uso de armas nucleares
IMPRECISO,Aumentamos o número de médicos
IMPRECISO,aumentamos o número de equipes de saúde da família
VERDADEIRO,aumentamos a quantidade de UPAs
EXAGERADO,Mas o tribunal atuou ao longo dos anos de forma adequada Deu contribuições importantes na área fiscal
FALSO,Disseram que o indulto beneficiaria presos na Operação Lava Jato E não se mostra um réu da Lava Jato que seria beneficiado
VERDADEIRO,O Supremo já declarou várias vezes a constitucionalidade da Lei da Ficha Limpa
IMPRECISO,Se perguntarmos o que as pessoas querem em relação aos que praticaram crimes é pena de morte
IMPRECISO,O Brasil é o campeão mundial de assassinato de pessoas trans
IMPRECISO,A cada 48 horas uma pessoa trans é assassinada
VERDADEIRO,No Brasil temos cerca de 12 milhões de desempregados Um quarto dos jovens não estuda nem trabalha
IMPRECISO,Vamos falar sobre a Apple Sabe a Siri? E a tela de touchscreen? Como elas foram criadas? Por forte investimento do Estado! O que fez Steve Jobs? Teve a capacidade de perceber estes fortes investimentos estatais no desenvolvimento de tecnologias e utilizar para criar a Apple o iPhone e tudo isso que a gente conhece
IMPRECISO,Hoje ainda o preço do gás que preocupa os mais pobres caiu 5%
EXAGERADO,Este projeto de Previdência não alcança os mais pobres aqueles que ganham um dois três salários mínimos
FALSO,Pega o caso do sujeito Silvio que só se aposenta aos 65 anos porque ele começa a contribuir De repente ele para a contribuição e daí ele não consegue fazer os 35 anos de contribuição Então ele se aposenta aos 65 anos Nós diminuímos isso para 15 anos Ou seja quem hoje ganha até um salário mínimo por exemplo ele pode se aposentar com 55 56 57 anos
IMPRECISO,Hoje Silvio a dívida previdenciária é de R$ 189 bilhões No ano que vem R$ 220 bilhões
VERDADEIRO,A dívida previdenciária é tão grande tão expressiva que lá na Grécia e em Portugal foi preciso cortar 30% 40% dos vencimentos dos funcionários públicos
CONTRADITÓRIO,Eu até já nem queria mais fazer política  Essa provocação me deu uma coceirinha e eu agora quero ser candidato à Presidência da República
FALSO,O Fies que foi uma revolução nesse país está acabando
FALSO,O Prouni está diminuindo
IMPRECISO,A massa salarial está diminuindo
VERDADEIRO,Um presidente sem diploma universitário vai passar para a história como o presidente que mais fez universidade no país
CONTRADITÓRIO,O que estamos denunciando é que o impedimento de Lula seria uma fraude nas eleições O boicote é uma coisa que não está sendo oficialmente discutida ainda mas vai caminhar para isso se ele for impedido de ser candidato É um processo que não tem base jurídica — senadora Gleisi Hoffmann PT-PR
FALSO,Aprovação do Ficha Limpa é importante avanço da democracia e torcemos para q já tenha validade para essas eleições
IMPRECISO,É como quando acontece um extermínio de um jovem por ele ser negro — e ele ser julgado condenado e morto Não porque tenha feito algo errado mas simplesmente por ser negro Ou por ser gay por ser lésbica por ser mulher — deputada Maria do Rosário PT-RS
FALSO,A ONU ESTÁ DE OLHO — Geoffrey Robertson advogado da Comissão de Direitos Humanos da ONU acompanha o julgamento do recurso do ex-presidente Lula O britânico tem como competência avaliar as violações aos direitos fundamentais nos países membros das Nações Unidas — Mídia Ninja
IMPRECISO,Lula roubou bilhões — Eduardo Bolsonaro deputado federal PSC-SP
INSUSTENTÁVEL,e deixou a Petrobras no vermelho — Eduardo Bolsonaro deputado federal PSC-SP
VERDADEIRO,Contrato mostra que apartamento é de Lula — Fernando Holiday vereador de São Paulo DEM-SP
FALSO,Declaração de IR mostra que apartamento é de Lula — Fernando Holiday vereador de São Paulo DEM-SP
VERDADEIRO,E-mails internos da OAS mostram que apartamento é de Lula — Fernando Holiday vereador de São Paulo DEM-SP
FALSO,Jornais na época já informavam que apartamento era de Lula sem oposição do ex-presidente — Fernando Holiday vereador de São Paulo DEM-SP
FALSO,Eles fizeram um circo para dizer que o Brasil está crucificando um inocente Um inocente que assaltou o Brasil e só de aposentadoria já foi bloqueado R$ 72 milhões sem nunca ter trabalhado — Magno Malta PR-ES
VERDADEIRO,Lula levou 20 advogados para Porto Alegre hoje Quem paga essa quantidade nunca vista em um julgamento no país? — Sóstenes Cavalcante DEM-RJ
INSUSTENTÁVEL,É inacreditável que o relator do processo do Lula no TRF4 seja exatamente o cidadão que figura nos agradecimentos especiais da dissertação do juiz de Curitiba — Lindbergh Farias PT-RJ
INSUSTENTÁVEL,Um mês depois de sancionada pelo governo Temer a reforma trabalhista já está fazendo estragos Conforme o Cadastro Geral de Empregados e Desempregados o Brasil perdeu mais de 12 mil vagas com carteira assinada A verdade sempre aparece — senador Paulo Paim PT-RS
INSUSTENTÁVEL,Um mês depois de sancionada a reforma trabalhista do governo golpista de Michel Temer mostrou a que veio: são menos 12292 vagas com carteira assinada no Brasil no mês de novembro de acordo com o Cadastro Geral de Empregados e Desempregados A última Pesquisa Nacional Por Amostra de Domicílios Contínua registrou que o Brasil possuía no trimestre de agosto a outubro 122 milhões de desempregados — Site oficial do PT
INSUSTENTÁVEL,Em vez de gerar empregos as novas leis do trabalho que sustaram a CLT conseguiram o que parecia impossível com tamanha flexibilização dos vínculos empregatícios na nova modalidade o cálculo de contratações considera até os trabalhos intermitentes ou seja pagos por hora trabalhada e que não somam necessariamente um salário mínimo: elas AUMENTARAM o desemprego! — deputado Jean Wyllys PSOL-RJ
FALSO,Em plena época de contratações temporárias para o natal esses são os dados do primeiro mês desde que entrou em vigor a reforma trabalhista do PMDB que venderam como uma mudança que geraria mais empregos — deputado Jean Wyllys PSOL-RJ
IMPRECISO,O nosso país vizinho a Argentina num gesto consciente e de união pelo país deu exemplo e acaba de aprovar a sua reforma da Previdência
IMPRECISO,A reforma vai penalizar o trabalhador que começou a contribuir mais cedo para a Previdência e que está mais próximo de se aposentar fazendo por exemplo que uma mulher que falta um dia para se aposentar tenha que trabalhar mais 10 anos
IMPRECISO,A reforma vai obrigar professoras a contribuírem 40 anos com a Previdência e que mesmo considerando as regras de transição uma professora que faltar um mês para se aposentar terá que trabalhar 15 anos a mais
EXAGERADO,A reforma desconsidera totalmente as condições de trabalho no mercado igualando quem trabalha num escritório ou na construção civil obrigando ambas a se aposentarem em média com 49 anos de atividade e no mínimo 40 anos de contribuição para receber salário integral podendo chegar a 54 anos de atividade e até 70 anos de idade
IMPRECISO,A regra de cálculo da aposentadoria que estabelece hoje um percentual de 80% das maiores contribuições passará para todas as contribuições e vai diminuir o salário final em média 15%
IMPRECISO,A proposta de Temer penaliza muito mais as mulheres porque aumenta de imediato o tempo de contribuição delas de 30 para 40 anos e das professoras de 25 para 40 anos
IMPRECISO,Uma professora de ensino infantil que começar a trabalhar com 18 anos por causa da exigência da idade mínima e do gatilho demográfico vai ficar em sala de aula por 46 anos trabalhando 21 a mais dos 25 anos exigidos
FALSO,O trabalhador/a em regime rural de agricultura familiar que hoje apenas comprova a atividade e recolhe pela safra vai ter que comprovar contribuição de 15 anos E que a idade mínima de aposentadoria — que para homem é 60 anos e para mulher 55 anos — poderá chegar a 65 anos homem e 62 anos mulher aumentando ainda mais o gatilho? Detalhe: essa idade também vale para o rural assalariado
EXAGERADO,Viúvos e viúvas terão cortes drásticos na renda familiar que pode ser reduzida em mais de 50% podendo chegar a perdas superiores a 60%
VERDADEIRO,O Risco Brasil diminuiu
IMPRECISO,Os investimentos estão de volta
VERDADEIRO,A balança comercial atingiu um superávit histórico
IMPRECISO,O Produto Interno Bruto registra alta também
VERDADEIRO,A indústria e o comércio dão sinais claros de revitalização
EXAGERADO,Nos últimos meses mais de 1 milhão de novos postos de trabalho foram criados
EXAGERADO,Está mais barato para comer para vestir para morar
FALSO,Quando Fernando Henrique Cardoso foi candidato nas duas eleições em que foi candidato não participou de nenhum debate Foi a um na Bandeirantes e nunca mais
IMPRECISO,É importante saber as condições em que eu cheguei à Presidência em 2003  12% de desemprego inflação chegando a 13% tínhamos dívida de R$ 30 bilhões com o FMI não fechávamos a conta no final do ano o ex-ministro da Fazenda Pedro Malan tinha que viajar para Washington todo fim de ano FMI tinha que vir aqui duas vezes por ano dar autorização dos nossos gastos  não era uma situação fácil
IMPRECISO,Se fizer estudo vai perceber que a relação comercial do Brasil com os países ricos é muito estável
VERDADEIRO,E é importante lembrar que fiz duas políticas tributárias mandei as duas para o Congresso Nacional Uma tinha unanimidade dos empresários que participaram da elaboração do movimento sindical e das lideranças Eu mandei pelo Congresso Nacional mas não andou porque o José Serra não queria
EXAGERADO,Esse mercado injusto nunca me agradeceu com o tanto que ganhou Nunca reconhecem que quando cheguei à Presidência a Bolsa de Valores tinha 11 mil pontos só e quando deixei tinha 71 mil pontos Nunca me agradeceram Antes de eu chegar o país tinha quatro IPOs No meu governo foram 150
FALSO,Quando a gente chegou à Presidência tinha por volta de 340 meios de comunicações que recebiam publicidade do governo Passou para 34 mil e poucos
FALSO,Obama me grampeou
FALSO,Essa coisa da Rússia com Trump é uma história inventada É uma desculpa dos democratas por terem perdido as eleições
VERDADEIRO,Hoje em uma tramitação recorde o julgamento do recurso no caso do tríplex foi marcado para 24 de janeiro Por que será? — deputado Henrique Fontana PT-RS
IMPRECISO,PARE E PENSE NOVAMENTE! Relator do recurso do presidente Lula no TRF4 concluiu voto em 100 dias A média nos casos da Lava Jato é de 275 dias Hoje em uma tramitação recorde o julgamento do recurso no caso do triplex foi marcado para 24 de janeiro Pq será?
EXAGERADO,O julgamento de Lula no TRF-4 tem prazo inadiável: tentar tirá-lo da disputa presidencial No caso do Eduardo Azeredo condenado por desvio de dinheiro público e lavagem de dinheiro a lentidão é regra Já são 12 anos do mensalão tucano — deputado Reginaldo Lopes PT-MG
FALSO,O trabalho das polícias está dando resultado em SP: tivemos em outubro recorde de prisões
INSUSTENTÁVEL,O trabalho das polícias está dando resultado em SP: tivemos em outubro recorde de prisões e a menor taxa de homicídios já registrada Sei que o brasileiro se sente inseguro por isso defendo que o governo federal lidere o combate à criminalidade Juntos podemos vencer o crime pictwittercom/he7vyN13qP
IMPRECISO,Tivemos em outubro a menor taxa de homicídios já registrada
IMPRECISO,A aposentadoria da iniciativa privada é R$ 1100 em média aposentadoria e pensão A média do executivo federal é R$ 8 mil a média do Judiciário federal é R$ 16 mil a média do Legislativo federal é R$ 24 mil
EXAGERADO,São Paulo hoje tem o menor ICMS dos estados brasileiros para genérico
CONTRADITÓRIO,Ressalta o referido autor a importância superior do procedimento legislativo legitimado por todas as suas fases como audiências apresentação de emendas debates repetidas votações nas Comissões e no Plenário sem contar a maior proximidade ou conexão com a comunidade com o povo enfim
CONTRADITÓRIO,Defendeu o palestrante portanto que devemos promover o pluralismo efetivo dando oportunidade para todos se manifestarem inclusive àqueles que não concordam com o aborto num debate democrático e racional e não como ocorre descartando de imediato aqueles argumentos de ordem religiosa sem considerar que os mesmos convergem em suas conclusões com outros argumentos de natureza científica filosófica e sociológica
INSUSTENTÁVEL,Podemos afirmar que em um futuro não muito distante será possível proteger e desenvolver a vida humana fora do útero materno já a partir da própria concepção ou de um momento bem vizinho a ela a demonstrar com isso que há uma vida humana a ser considerada em si mesma no seio materno já a partir desse momento
EXAGERADO,Lembrou a esse propósito que a superação das desavenças raciais nos USA por exemplo e ao contrário do que normalmente se apregoa se deu não em função de decisões judiciais mas pela edição do Civil Rights Act de 1964 proposto pelo então presidente Lyndon Johnson e acolhido pelo Congresso
CONTRADITÓRIO,É necessário empreender combate sem tréguas ao desperdício à burocracia opressiva à má gestão ao improviso à ineficiência à malversação dos recursos públicos aos supersalários e ao alto custo do Estado colocando-o a favor do interesse público e não de uma minoria
CONTRADITÓRIO,A carga tributária deve ser mais bem distribuída — recaindo mais sobre a propriedade e a renda e menos sobre o consumo — para proporcionar o financiamento de bens e focalizados programas compensatórios e de transferência
CONTRADITÓRIO,A atividade pública não pode servir ao enriquecimento pessoal mas somente ao bem comum Não compactuaremos com a corrupção a desonestidade a falta de ética os desmandos
EXAGERADO,Eu tenho orgulho de ter dado todos os instrumentos necessários pro combate à corrupção Não tem uma lei de combate à corrupção que não tenha sido aprovada no governo do PT
IMPRECISO,Quando FHC ganhou a eleição ele disse que ia acabar com a Era Vargas O que significava? Acabar com os direitos do trabalhador Fizeram isso agora
IMPRECISO,Se as evidências sinalizam que com a possível liberalização da maconha haverá aumento de consumo e dos problemas decorrentes desse consumo apenas se desloca o problema do sistema judicial para o da saúde Nesse diapasão podem ser citadas as experiências de países que já descriminalizaram o porte como é o caso da Holanda Portugal e Estados Unidos que passaram a tratar o uso como caso de saúde e não mais de polícia
INSUSTENTÁVEL,Um dos argumentos mais utilizados por aqueles que defendem a descriminalização seria o de que a sua regulamentação reduziria — ou até eliminaria — o tráfico de drogas Entretanto tal argumento foi refutado pelo representante do Escritório das Nações Unidas sobre Drogas e Crimes UNODC para o Brasil e para o Cone Sul Bo Mathiasen que declarou que a legalização não teria tal efeito tendo em vista que o tráfico de drogas não existe exclusivamente em consequência do uso da droga
EXAGERADO,Os usuários acabariam sendo levados para o uso de drogas mais fortes e muitas vezes enveredariam para o mundo crime
VERDADEIRO,Por exemplo no caso do Uruguai onde houve a legalização da maconha no ano de 2013 o Diretor Nacional de Polícia do Uruguai Mario Layera informou que a descriminalização não implicou diretamente a queda dessa droga
INSUSTENTÁVEL,O narcotráfico aumentou o número de assassinatos no Uruguai
VERDADEIRO,A partir do dia 11/11 será permitido por lei que mulheres grávidas ou lactantes trabalharem em lugares com condições insalubres desde que haja um atestado médico — PSOL
VERDADEIRO,118* dias que Temer não cumpre o acordo de fazer ajustes na reforma trabalhista por meio de MP — senadora Vanessa Grazziotin PC do B-AM
IMPRECISO,Tinha uma súmula do TST que disciplinava a terceirização Agora há uma lei — Ives Gandra Filho presidente do TST
EXAGERADO,Não se pode criar empregos sem tirar direitos? Em que país você vive ministro? O Lula criou 15 milhões de empregos sem tirar direito nenhum! — senador Lindbergh Farias PT-RJ
VERDADEIRO,Imposto sindical já era — deputado Paulinho da Força SD-SP
VERDADEIRO,Banco de horas poderá ser negociado diretamente entre o patrão e trabalhador se a compensação for em até seis meses — deputada Maria do Rosário PT-RS
IMPRECISO,Os acordos coletivos definidos entre as empresas e os representantes do trabalhadores assim como os acordos individuais em relação a jornada de trabalho e salário por exemplo terão poder de lei — PSOL
VERDADEIRO,Fizemos do limão limonada A economia melhorou Os empregos voltaram Estamos de volta ao jogo #juntosfazemos pictwittercom/F0Se823RlX
IMPRECISO,2015 A inflação estava em dois dígitos
IMPRECISO,A Petrobras havia sido saqueada roubada destruída
VERDADEIRO,O desemprego era crescente
INSUSTENTÁVEL,E a taxa de juros estava em 1425%
CONTRADITÓRIO,Eu não sou pré-candidato à Presidência da República Fiquei muito honrado com as palavras de todos os deputados do PSD Seguirei debatendo a política econômica com todos os parlamentares
VERDADEIRO,A economia voltou a crescer
IMPRECISO,Estamos reencontrando os empregos
EXAGERADO,Os investimentos estão voltando
FALSO,Estamos consolidando avanços na educação e na saúde
CONTRADITÓRIO,Os programas sociais continuam e serão sempre minha prioridade
EXAGERADO,A indústria vem reagindo bem
FALSO,O comércio e os serviços retomam níveis bem melhores
INSUSTENTÁVEL,O crescimento é certo e seguro
FALSO,A denúncia é  Baseada exclusivamente em 45 delações premiadas — Daniel Gerber advogado de defesa de Eliseu Padilha
FALSO,Janot anulou as delações da JBS e do doleiro Lúcio Funaro porque eles os delatores mentiram — deputado Mauro Pereira PMDB-RS
IMPRECISO,O governo Temer Entregou o petróleo brasileiro às multinacionais — deputado Carlos Zarattini PT-SP
VERDADEIRO,Quando o avião do sr Joesley Batista foi emprestado para Temer viajar nas férias ele foi aceito — deputado Julio Delgado PSB-MG
EXAGERADO,As análises do Banco Central já apontam para crescimento do PIB de 1% neste ano e 3% em 2018 — deputado Cleber Verde PRB-MA
VERDADEIRO,Na denúncia há pelo menos R$ 587 milhões auferidos pela quadrilha — deputado Alessandro Molon Rede-RJ
IMPRECISO,Nesta denúncia quem não está preso está no Palácio do Planalto — deputado Rubens Pereira Jr PC do B-MA
CONTRADITÓRIO,O relatório não tem a rubrica da bancada do PSDB Ela tem a rubrica do PSC que deu acolhida ao nobre relator Bonifácio de Andrada  No PSDB o relatório não seria vencedor — deputado Ricardo Tripoli PSDB-SP
IMPRECISO,Meu pai Jair Bolsonaro tem sete mandatos na vida pública e sem nenhuma denúncia de corrupção
IMPRECISO,Porque que eles acham e você vê deputados apoiando o regime na Venezuela? Por quê? Lá está tendo uma mortalidade muito maior do que aqui Aqui nós temos quase 30 homicídios para cada grupo de 100 mil habitantes O tolerável pela ONU são dez Aqui nós estamos três vezes mais Lá na Venezuela Caracas este número está em 120 homicídios para cada grupo de 100 mil habitantes
INSUSTENTÁVEL,A máxima do Lênin pai do comunismo: acuse-os do que você faz e xingue-os do que você é
FALSO,A tática da esquerda é a de Karl Marx dividir para conquistar
FALSO,Hitler é um mero ladrão de docinhos frente a Stalin É por isso que eu propus um projeto de lei para acabar com o comunismo que matou dez vezes mais do que o nazismo Se Hitler matou 6 milhões Stalin matou mais de 100 milhões de pessoas É mais do que todos os desastres naturais juntos e pestes que passaram pelo planeta Terra Você junta tudo isso e não dá um século de comunismo
IMPRECISO,Nos governos do PT o Brasil mais que dobrou o número de vagas nas universidades e quadruplicou o número de escolas técnicas — Programa do PT
FALSO,Diferente de outros políticos Lula não enriqueceu — Programa do PT
EXAGERADO,Nos governos do PT o Brasil reduziu o desmatamento da Amazônia em 79% — Programa do PT
CONTRADITÓRIO,Nós mulheres do PSDB estamos organizadas em todo o país garantindo os nossos espaços — Programa do PSDB
FALSO,O Brasil sofre com a violência mas em São Paulo os índices caem a cada ano Hoje temos três vezes menos homicídios que a média do Brasil — Programa do PSDB
EXAGERADO,Ampliamos rapidamente o número de crianças acolhidas nas creches e nesse ritmo vamos zerar essa fila muito em breve — Programa do PSDB
VERDADEIRO,Em primeiro lugar reconhecer: o PT perdeu 60% dos votos no Brasil entre 2012 e 2016
FALSO,Em São Paulo nós o PT perdemos 40% dos votos
FALSO,Se você considerar os votos que eu e ela Marta tivemos em 2016 dá exatamente os votos que eu tive em 2012 mais ou menos
IMPRECISO,Voltamos a gerar empregos
CONTRADITÓRIO,Recobramos a capacidade do Estado de levar adiante políticas sociais indispensáveis em um país como o nosso
VERDADEIRO,A energia limpa e renovável no Brasil representa mais de 40% da nossa matriz energética: três vezes a média mundial
FALSO,O desmatamento é questão que nos preocupa especialmente na Amazônia Nessa questão temos concentrado atenção e recursos
IMPRECISO,Pois trago a boa notícia de que os primeiros dados disponíveis para o último ano já indicam diminuição de mais de 20% do desmatamento naquela região Retomamos o bom caminho e nesse caminho persistiremos
FALSO,Estamos resgatando o equilíbrio fiscal
IMPRECISO,A criminalidade está baixando
FALSO,O emprego está voltando
FALSO,Os investimentos em saúde e educação estão sendo maiores do que no ano passado
CONTRADITÓRIO,O Ciência Sem Fronteiras é um percentual ínfimo do Orçamento Estamos falando de R$ 3 bilhões
EXAGERADO,Porque os 267 que o Temer livraram da denúncia são os mesmos que me condenaram
IMPRECISO,A última coisa que falaram foi que eu e o presidente Lula tínhamos uma conta no exterior Essa conta era de US$ 150 milhões Depois mudou para US$ 90 milhões Depois apresentaram uma conta que pagou o casamento um apartamento na Quinta Avenida e um iate do dono da JBS É sempre assim
EXAGERADO,No Brasil 26 partidos estão envolvidos em escândalos A Rede não faz parte dessa lista
VERDADEIRO,Só 10% dos congressistas são mulheres
IMPRECISO,Foi a Rede e o PSOL que pediram a cassação de Eduardo Cunha enquanto os outros partidos grandes ficaram quietinhos de novo
CONTRADITÓRIO,O deputado disse que o marido da primeira-dama de Bacabal no Maranhão era um pau-mandado Ora ele quer dizer o quê? Que a mulher deve ser submissa na política que o papel da mulher é apenas ser submissa? Ele tentou passar a imagem de submissão da mulher  Não é essa prática machista esse sentimento de derrota que não passa que irá fazer com que essa cidade de Bacabal melhore
CONTRADITÓRIO,Ocorre que essa interpretação que permite que o médico plantonista ultrapasse as 8h diárias de trabalho desde que respeite as 44h semanais não assegura condições dignas de trabalho para uma atividade tão complexa e muito menos visa um melhor desempenho dos profissionais ao contrário: a jornada fica exaustiva e a população não tem um atendimento com qualidade
CONTRADITÓRIO,Hoje dou mais uma caminhada na minha trajetória e na minha vida política que ao mesmo tempo é um desafio fazer parte de um novo partido que é reflexo de lutas populares Espero poder fazer parte de uma mudança construindo um grande projeto junto com aqueles que honram o nosso partido para realizar o sonho de milhares de maranhenses
EXAGERADO,Lula O governo do senhor é do povo para o povo diferentemente do governo de agora com o qual não podemos concordar que tem um deficit um buraco um rombo de R$ 139 bilhões e vai elevar para R$ 159 bilhões enquanto corta recurso do programa Bolsa Família
EXAGERADO,Alagoas era um dos mais expressivos nesse programa e perdeu 21 mil famílias Se multiplicarmos por três são mais de 60 mil pessoas diretamente beneficiadas
FALSO,Havia um grupo de um lado que veio à carga sem permissão e eles eram muito muito violentos Havia também muitas pessoas naquele grupo de supremacistas que estavam ali para protestar de modo inocente de modo legal porque vocês sabem — não sei se vocês sabem — eles tinham uma autorização O outro grupo não tinha — Donald Trump em 15ago
FALSO,Vou dizer a vocês: estamos gastando muito dinheiro nas áreas pobres Estamos melhorando as áreas pobres Estamos fazendo muito mais do que qualquer um a respeito dessas localidades É uma prioridade para mim E é muito importante — Donald Trump em 15ago
FALSO,A meta física é a redução de 4000 postos — Romero Jucá ex-ministro do Planejamento
CONTRADITÓRIO,Não há nada que vá nos dividir não há nada que vá nos afastar não há nada que vá nos colocar em campos distintos
CONTRADITÓRIO,Nós faremos muito mais ao colocar como estamos fazendo as nossas contas em ordem de forma definitiva e equilibrada
IMPRECISO,Dediquei-me a criar novos empregos E já conseguimos resultados expressivos neste ano O emprego está voltando
FALSO,Batemos recordes históricos nas exportações
VERDADEIRO,Batemos recordes históricos de produção na agropecuária
FALSO,Não se consultou a sociedade sobre isso a continuidade e o apoio ao governo — Antônio Mariz de Oliveira advogado de Temer
INSUSTENTÁVEL,No Pará Temer tem mais de 80% de aprovação — deputado Wladimir Costa SD-PA
IMPRECISO,Recebemos de herança maldita uma inflação de 11%  A inflação está hoje controlada em 4% — deputado André Moura PSC-SE
EXAGERADO,Vamos votar se é razoável afastar o presidente da República por seis meses nesse momento em que o país está nos trilhos começando a recuperar sua credibilidade e economia — deputado Baleia Rossi PMDB-SP
IMPRECISO,Foram destinados R$ 3 bilhões em emendas na época do impeachment — deputado Arnaldo Jordy PPS-PA
EXAGERADO,O Michel Temer mandou 12 ministros para cá — deputado federal Silvio Costa PT do B-PE
FALSO,Nunca o governo federal enfrentou a violência do Rio de Janeiro — deputado Simão Sessim PP-RJ
CONTRADITÓRIO,Qualquer ato em oposição à decisão do partido terá consequências
INSUSTENTÁVEL,Não aceitar propina da Odebrecht
FALSO,Não compor com o PMDB
INSUSTENTÁVEL,Não votar no Rodrigo Maia
VERDADEIRO,Nunca ter apoiado uma reforma da Previdência
VERDADEIRO,Combater a lei antiterrorismo
VERDADEIRO,Pedir auditoria da dívida pública
VERDADEIRO,Puxar o #foracunha
IMPRECISO,Defender a criação do imposto sobre grandes fortunas
VERDADEIRO,Votar contra o Novo Código Florestal
VERDADEIRO,Ter votado contra o golpe
EXAGERADO,Nunca ter escrito uma carta aos empresários do Brasil
CONTRADITÓRIO,O aborto naquilo que o Supremo Tribunal Federal já avançou está de bom tamanho
EXAGERADO,Estamos reduzindo os privilégios daqueles que ganham muito e têm muitos benefícios em sua aposentadoria
EXAGERADO,O discurso daqueles contra a reforma da Previdência que têm os melhores salários é na linha de que está defendendo os que têm menos Mas os que ganham menos estão protegidos pois o governo garantiu indexação do salário mínimo nas aposentadorias
VERDADEIRO,Nunca antes na história desse país um ex-presidente foi condenado criminalmente — deputado federal Eduardo Bolsonaro PSC-SP
FALSO,Atenção: além de condenar Lula Moro proibiu o ex-presidente de exercer cargos públicos por 18 anos! — Movimento Brasil Livre
EXAGERADO,Com sua sentença cínica Moro colabora com a mídia e arruma assunto para que a reforma trabalhista e Temer desapareçam do noticiário — senador Lindbergh Farias PT-RJ
IMPRECISO,Moro condenou quem tirou o Brasil do Mapa da Fome e foi reconhecido pelos líderes mundiais — senador Renan Calheiros PMDB-AL
FALSO,A sentença está baseada exclusivamente em delações premiadas negociadas ao longo de meses com criminosos confessos e simplesmente validam as convicções contidas na acusação de procuradores do Ministério Público Federal sem que houvesse a apresentação de provas que justifiquem a condenação nos termos expressos pelas leis brasileiras — Partido dos Trabalhadores
